record_id,query_idx,query,concat
list1_52379,1,회사에서 위험성평가를 쉽고 간편하게 하는 방법을 찾고 있어요,"[TITLE] 사업장 위험성평가 KRAS로 쉽고 간편하게 하세요
[SUMMARY] 사업장 위험성평가 KRAS로 쉽고 간편하게 하세요(OPS)"
list1_52379,2,사업장 위험성평가 KRAS OPS,"[TITLE] 사업장 위험성평가 KRAS로 쉽고 간편하게 하세요
[SUMMARY] 사업장 위험성평가 KRAS로 쉽고 간편하게 하세요(OPS)"
list1_52315,0,전기설비 작업 사고,"[TITLE] 건설업 사망사고 유발 SIF(전기설비작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52315,1,건설현장에서 전기설비 작업 중 사망사고를 일으키는 위험요인을 알고 싶어요,"[TITLE] 건설업 사망사고 유발 SIF(전기설비작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52315,2,건설업 사망사고 유발 SIF 전기설비작업,"[TITLE] 건설업 사망사고 유발 SIF(전기설비작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52327,0,동바리 작업 사고,"[TITLE] 건설업 사망사고 유발 SIF(거푸집동바리 조립해체작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52327,1,거푸집 동바리를 조립하거나 해체할 때 생기는 건설현장 위험요인을 찾고 있어요,"[TITLE] 건설업 사망사고 유발 SIF(거푸집동바리 조립해체작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52327,2,건설업 사망사고 유발 SIF 거푸집동바리 조립해체작업,"[TITLE] 건설업 사망사고 유발 SIF(거푸집동바리 조립해체작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52334,0,기계설비 작업 사고,"[TITLE] 건설업 사망사고 유발 SIF(기계설비)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52334,1,건설현장에서 기계설비 관련 작업을 할 때 사망사고 위험요인을 알고 싶어요,"[TITLE] 건설업 사망사고 유발 SIF(기계설비)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52334,2,건설업 사망사고 유발 SIF 기계설비,"[TITLE] 건설업 사망사고 유발 SIF(기계설비)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52331,0,도장작업 사고,"[TITLE] 건설업 사망사고 유발 SIF(도장작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52331,1,건설현장에서 페인트나 도장 작업을 할 때 큰 사고가 나는 위험요인을 찾고 있어요,"[TITLE] 건설업 사망사고 유발 SIF(도장작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52331,2,건설업 사망사고 유발 SIF 도장작업,"[TITLE] 건설업 사망사고 유발 SIF(도장작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52336,0,철거 해체 사고,"[TITLE] 건설업 사망사고 유발 SIF(철거 및 해체작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52336,1,건설현장에서 철거와 해체 작업 중 사망사고가 나는 위험요인을 알고 싶어요,"[TITLE] 건설업 사망사고 유발 SIF(철거 및 해체작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52336,2,건설업 사망사고 유발 SIF 철거 해체작업,"[TITLE] 건설업 사망사고 유발 SIF(철거 및 해체작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_51857,0,필리핀 노동자 안전 앱,"[TITLE] (필리핀)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51857,1,필리핀 근로자에게 안전보건 앱을 안내하는 홍보자료를 찾고 있어요,"[TITLE] (필리핀)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51857,2,필리핀 외국인노동자 안전보건앱 FORS365 홍보 OPS,"[TITLE] (필리핀)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_52340,0,비계작업 사망사고,"[TITLE] 건설업 사망사고 유발 SIF(비계작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52340,1,건설현장에서 비계 작업을 할 때 큰 사고가 나는 위험요인을 알고 싶어요,"[TITLE] 건설업 사망사고 유발 SIF(비계작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_52340,2,건설업 사망사고 유발 SIF 비계작업,"[TITLE] 건설업 사망사고 유발 SIF(비계작업)
[SUMMARY] 건설현장 내 사망사고를 유발하는 요인을 이해하기 쉽게 인포그래픽을 반영한 OPS형태로 제작"
list1_51871,0,네팔 노동자 안전 앱,"[TITLE] (네팔)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51871,1,네팔 근로자에게 안전보건 앱을 안내하는 홍보자료를 찾고 있어요,"[TITLE] (네팔)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51871,2,네팔 외국인노동자 안전보건앱 FORS365 홍보 OPS,"[TITLE] (네팔)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51855,0,미얀마 노동자 안전 앱,"[TITLE] (미얀마)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51855,1,미얀마 근로자에게 안전보건 앱을 안내하는 홍보자료를 찾고 있어요,"[TITLE] (미얀마)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51855,2,미얀마 외국인노동자 안전보건앱 FORS365 홍보 OPS,"[TITLE] (미얀마)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51854,0,영어 노동자 안전 앱,"[TITLE] (영어)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51854,1,영어로 된 외국인노동자 안전보건 앱 안내 자료를 찾고 있어요,"[TITLE] (영어)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51854,2,영어 외국인노동자 안전보건앱 FORS365 홍보 OPS,"[TITLE] (영어)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51856,0,인도네시아 노동자 안전 앱,"[TITLE] (인도네시아)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51856,1,인도네시아 근로자에게 안전보건 앱을 안내하는 홍보자료를 찾고 있어요,"[TITLE] (인도네시아)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51856,2,인도네시아 외국인노동자 안전보건앱 FORS365 홍보 OPS,"[TITLE] (인도네시아)외국인노동자 안전보건앱(FORS365) 홍보 OPS
[SUMMARY] 외국인노동자 안전보건앱(FORS365) 홍보 OPS"
list1_51787,0,중대산업사고 예방,"[TITLE] 중대산업사고 예방 가이드
[SUMMARY] 중대산업사고 예방 가이드"
list1_51787,1,큰 산업사고를 막기 위한 사업장 예방 가이드를 찾고 싶어요,"[TITLE] 중대산업사고 예방 가이드
[SUMMARY] 중대산업사고 예방 가이드"
list1_51787,2,중대산업사고 예방 가이드,"[TITLE] 중대산업사고 예방 가이드
[SUMMARY] 중대산업사고 예방 가이드"
list1_51054,0,승무원 안전보건 교육,"[TITLE] [항공 안전] 객실승무원 안전보건교육
[SUMMARY] [항공 안전] 객실승무원 안전보건교육 OPS"
list1_51054,1,객실승무원이 받아야 하는 항공 안전보건 교육 자료를 찾고 있어요,"[TITLE] [항공 안전] 객실승무원 안전보건교육
[SUMMARY] [항공 안전] 객실승무원 안전보건교육 OPS"
list1_51054,2,항공 안전 객실승무원 안전보건교육 OPS,"[TITLE] [항공 안전] 객실승무원 안전보건교육
[SUMMARY] [항공 안전] 객실승무원 안전보건교육 OPS"
list1_51055,0,항공정비사 안전 교육,"[TITLE] [항공 안전] 항공정비사 안전보건교육 (정비 준비 및 완료)
[SUMMARY] [항공 안전] 항공정비사 안전보건교육 OPS"
list1_51055,1,항공기 정비를 시작하거나 마칠 때 필요한 안전교육 자료가 필요해요,"[TITLE] [항공 안전] 항공정비사 안전보건교육 (정비 준비 및 완료)
[SUMMARY] [항공 안전] 항공정비사 안전보건교육 OPS"
list1_51055,2,항공 안전 항공정비사 안전보건교육 정비 준비 완료 OPS,"[TITLE] [항공 안전] 항공정비사 안전보건교육 (정비 준비 및 완료)
[SUMMARY] [항공 안전] 항공정비사 안전보건교육 OPS"
list1_51056,0,항공정비사 정비중 안전,"[TITLE] [항공 안전] 항공정비사 안전보건교육 (정비중)
[SUMMARY] [항공 안전] 항공정비사 안전보건교육 OPS"
list1_51056,1,항공기 정비 중에 지켜야 할 안전보건 교육 자료를 찾고 있어요,"[TITLE] [항공 안전] 항공정비사 안전보건교육 (정비중)
[SUMMARY] [항공 안전] 항공정비사 안전보건교육 OPS"
list1_51056,2,항공 안전 항공정비사 안전보건교육 정비중 OPS,"[TITLE] [항공 안전] 항공정비사 안전보건교육 (정비중)
[SUMMARY] [항공 안전] 항공정비사 안전보건교육 OPS"
list1_51057,0,항공 지상조업 사고,"[TITLE] [항공 안전] 재해사례로 보는 항공 지상조업 안전보건교육
[SUMMARY] [항공 안전] 재해사례로 보는 항공 지상조업 안전보건교육 OPS"
list1_51057,1,항공기 지상조업 중 발생한 재해사례로 안전교육 자료를 찾고 있어요,"[TITLE] [항공 안전] 재해사례로 보는 항공 지상조업 안전보건교육
[SUMMARY] [항공 안전] 재해사례로 보는 항공 지상조업 안전보건교육 OPS"
list1_51057,2,항공 안전 재해사례 항공 지상조업 안전보건교육 OPS,"[TITLE] [항공 안전] 재해사례로 보는 항공 지상조업 안전보건교육
[SUMMARY] [항공 안전] 재해사례로 보는 항공 지상조업 안전보건교육 OPS"
list1_51072,0,항공 지상조업 안전,"[TITLE] [항공 안전] 항공 지상조업 안전보건교육
[SUMMARY] [항공 안전] 항공 지상조업 안전보건교육 OPS"
list1_51072,1,항공기 지상조업 작업자를 위한 안전보건 교육 자료가 필요해요,"[TITLE] [항공 안전] 항공 지상조업 안전보건교육
[SUMMARY] [항공 안전] 항공 지상조업 안전보건교육 OPS"
list1_51072,2,항공 안전 항공 지상조업 안전보건교육 OPS,"[TITLE] [항공 안전] 항공 지상조업 안전보건교육
[SUMMARY] [항공 안전] 항공 지상조업 안전보건교육 OPS"
list1_52316,0,높은 장소 작업 사고,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 12. 설비, 구조물 등 높은 장소에서의 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 12. 설비, 구조물 등 높은 장소에서의 작업"
list1_52316,1,제조업에서 설비나 구조물 위에서 작업할 때 사망사고 위험을 알고 싶어요,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 12. 설비, 구조물 등 높은 장소에서의 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 12. 설비, 구조물 등 높은 장소에서의 작업"
list1_52316,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 설비 구조물 높은 장소 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 12. 설비, 구조물 등 높은 장소에서의 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 12. 설비, 구조물 등 높은 장소에서의 작업"
list1_51071,0,승무원 직무스트레스,"[TITLE] [항공 안전] 객실승무원 직무스트레스 예방
[SUMMARY] [항공 안전] 직무스트레스 예방 OPS"
list1_51071,1,객실승무원이 업무 스트레스를 예방하는 안전보건 자료를 찾고 있어요,"[TITLE] [항공 안전] 객실승무원 직무스트레스 예방
[SUMMARY] [항공 안전] 직무스트레스 예방 OPS"
list1_51071,2,항공 안전 객실승무원 직무스트레스 예방 OPS,"[TITLE] [항공 안전] 객실승무원 직무스트레스 예방
[SUMMARY] [항공 안전] 직무스트레스 예방 OPS"
list1_52333,0,상하차 작업 사고,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 11. 상하차 작업 또는 화물이 적재된 장소 주변에서의 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 11. 상하차 작업 또는 화물이 적재된 장소 주변에서의 작업"
list1_52333,1,화물을 싣고 내리거나 적재 장소 주변에서 일할 때 위험요인을 알고 싶어요,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 11. 상하차 작업 또는 화물이 적재된 장소 주변에서의 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 11. 상하차 작업 또는 화물이 적재된 장소 주변에서의 작업"
list1_52333,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 상하차 작업 화물 적재 장소 주변 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 11. 상하차 작업 또는 화물이 적재된 장소 주변에서의 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 11. 상하차 작업 또는 화물이 적재된 장소 주변에서의 작업"
list1_52314,0,사다리차 작업 사고,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 10. 사다리차(이삿짐 운반용 차량) 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 10. 사다리차(이삿짐 운반용 차량) 사용 작업"
list1_52314,1,이삿짐 사다리차를 사용할 때 발생할 수 있는 사망사고 위험을 알고 싶어요,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 10. 사다리차(이삿짐 운반용 차량) 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 10. 사다리차(이삿짐 운반용 차량) 사용 작업"
list1_52314,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 사다리차 이삿짐 운반용 차량 사용 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 10. 사다리차(이삿짐 운반용 차량) 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 10. 사다리차(이삿짐 운반용 차량) 사용 작업"
list1_52328,0,리프트 승강기 사고,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 7. 리프트·승강기 관련 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 7. 리프트·승강기 관련 작업"
list1_52328,1,리프트나 승강기 관련 작업을 할 때 생길 수 있는 사망사고 위험을 알고 싶어요,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 7. 리프트·승강기 관련 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 7. 리프트·승강기 관련 작업"
list1_52328,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 리프트 승강기 관련 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 7. 리프트·승강기 관련 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 7. 리프트·승강기 관련 작업"
list1_52332,0,사다리 작업 사고,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 9. 사다리 사용 작업·통행
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 9. 사다리 사용 작업·통행"
list1_52332,1,사다리를 사용하거나 오갈 때 생기는 작업장 사고 위험을 알고 싶어요,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 9. 사다리 사용 작업·통행
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 9. 사다리 사용 작업·통행"
list1_52332,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 사다리 사용 작업 통행,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 9. 사다리 사용 작업·통행
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 9. 사다리 사용 작업·통행"
list1_52329,0,벌목 작업 사고,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 8. 벌목·조재 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 8. 벌목·조재 작업"
list1_52329,1,나무를 베거나 조재 작업을 할 때 생기는 사망사고 위험요인을 찾고 있어요,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 8. 벌목·조재 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 8. 벌목·조재 작업"
list1_52329,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 벌목 조재 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 8. 벌목·조재 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 8. 벌목·조재 작업"
list1_52326,0,환경미화 작업 사고,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 6. 도로청소 등 환경미화 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 6. 도로청소 등 환경미화 작업"
list1_52326,1,도로청소 같은 환경미화 작업 중 발생할 수 있는 사망사고 위험을 알고 싶어요,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 6. 도로청소 등 환경미화 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 6. 도로청소 등 환경미화 작업"
list1_52326,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 도로청소 환경미화 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 6. 도로청소 등 환경미화 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 6. 도로청소 등 환경미화 작업"
list1_52312,0,기계식주차설비 정비 사고,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 5. 기계식주차설비 정비·점검 등
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 5. 기계식주차설비 정비·점검 등"
list1_52312,1,기계식주차설비를 정비하거나 점검할 때 생기는 위험요인을 알고 싶어요,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 5. 기계식주차설비 정비·점검 등
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 5. 기계식주차설비 정비·점검 등"
list1_52312,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 기계식주차설비 정비 점검,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 5. 기계식주차설비 정비·점검 등
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 5. 기계식주차설비 정비·점검 등"
list1_52325,0,그라인더 공구 안전,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 4. 그라인더 등 공구 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 4. 그라인더 등 공구 사용 작업"
list1_52325,1,그라인더 같은 공구를 쓸 때 사고 위험을 알려주는 자료,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 4. 그라인더 등 공구 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 4. 그라인더 등 공구 사용 작업"
list1_52325,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 그라인더 공구 사용 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 4. 그라인더 등 공구 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 4. 그라인더 등 공구 사용 작업"
list1_52311,0,가공설비 안전,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 1. 가공설비 등 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 1. 가공설비 등 사용 작업"
list1_52311,1,공장에서 가공설비를 사용할 때 생길 수 있는 사망사고 위험 자료,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 1. 가공설비 등 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 1. 가공설비 등 사용 작업"
list1_52311,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 가공설비 사용 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 1. 가공설비 등 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 1. 가공설비 등 사용 작업"
list1_52323,0,건설기계 작업 안전,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 2. 건설기계 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 2. 건설기계 사용 작업"
list1_52323,1,건설기계를 사용할 때 사고 위험을 쉽게 정리한 자료,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 2. 건설기계 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 2. 건설기계 사용 작업"
list1_52323,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 건설기계 사용 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 2. 건설기계 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 2. 건설기계 사용 작업"
list1_52324,0,고소작업대 안전,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 3. 고소작업대 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 3. 고소작업대 사용 작업"
list1_52324,1,높은 곳에서 쓰는 고소작업대 작업 사고 예방 자료,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 3. 고소작업대 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 3. 고소작업대 사용 작업"
list1_52324,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 고소작업대 사용 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 3. 고소작업대 사용 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 3. 고소작업대 사용 작업"
list1_52342,0,점검 작업 안전,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 24. 점검(비정형 작업)
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 24. 점검(비정형 작업)"
list1_52342,1,정해진 절차가 없는 점검 작업에서 사고 위험을 알려주는 자료,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 24. 점검(비정형 작업)
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 24. 점검(비정형 작업)"
list1_52342,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 점검 비정형 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 24. 점검(비정형 작업)
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 24. 점검(비정형 작업)"
list1_52364,0,전기설비 안전,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 23. 전기설비 취급 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 23. 전기설비 취급 작업"
list1_52364,1,전기설비를 다룰 때 사망사고 위험을 설명한 자료,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 23. 전기설비 취급 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 23. 전기설비 취급 작업"
list1_52364,2,제조업등 사망사고 고위험요인 SIF 인포그래픽 전기설비 취급 작업,"[TITLE] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 23. 전기설비 취급 작업
[SUMMARY] (제조업등)사망사고 고위험요인(SIF) 인포그래픽 - 23. 전기설비 취급 작업"
